business_name,contact_page_url,main_public_phone,general_public_email
HearingLife,https://www.hearinglife.ca/,(250) 542-3564,info@hearinglife.ca
Heartwood Homes Ltd,https://heartwoodvernon.com/,250-542-0098,info@heartwoodvernon.com
Heaton Place Retirement Community,http://www.heatonplace.com/contact,250 546 3353,info@heatonplace.com
Henry Czerwonka - Chartered Professional Accountant,https://ca.showmelocal.com/about/,250-309-5710,info@showmelocal.com
Hewberry Alarms Ltd,https://www.hewberryalarms.ca/,(778) 475-4320,hewberryoffice@gmail.com
Hill Environmental Ltd,https://hillenvironmental.ca/contact/,(250) 546-4069,info@hillenvironmental.ca
Hillview Golf Course,https://www.hillviewgolf.ca/contact/,(250) 549-4653,info@hillviewgolf.ca
Hogarths Clinic Pharmacy,https://www.hogarths.ca/,(250) 545-3660,info@hogarths.ca
Holiday Park RV & Condo Resort,https://sweetlife.com/contact/,250-215-5239,reservations@holidaypark.ca
Holmes Electric Ltd,https://www.holmesonohms.com/contact-us/,+12508615557,diane@holmeselectric.ca
Hometown Cleaning Services,https://hometowncleaningservices.ca/,250-503-7102,hometownhousecleaners@gmail.com
Horizon Auto Detailing,https://www.horizonautodetailing.ca/,(780) 236-4359,info@horizonautodetailing.ca
Horse Drawn Okanagan,https://www.pilotfarmandforge.com/,250 540 7344,info@pilotfarmandforge.com
Hugo's Moving,https://www.hugosmoving.com/,(778) 475-1763,info@hugosmoving.com
Hunger Payne's Food Truck,https://hungerpaynesfoodtruck.com/,(403) 968-7087,hungerpaynes@icloud.com
Hunter Exteriors,https://hunterexteriors.ca/,(250) 306-6638,hunterexteriorsvernon@gmail.com
Huska Holdings,https://www.huskaholdings.ca/,(250) 762-4028,admin@huskaholdings.ca
I Can See Clearly Now Window Cleaning,https://icanseeclearlynow.com.au/,250-838-0713,icanseeclearlynowgc@gmail.com
I Q Film & Vinyl Specialists Ltd,https://www.iqfilm.ca/,250-260-0908,frontdesk@iqfilm.ca
IA Private Wealth,https://www.mindsetwealth.com/,778-475-0088,reception@mindsetwealth.com
Ice Cream,https://www.sugarbeesicecream.com/contact,,sugarbeesicecreamco@gmail.com
Idlewild Massage Therapy,https://idlewildhealth.ca/,250-308-2487,info@idlewildhealth.ca
IG Wealth Management,https://www.newvernonwealth.com/,,info@nv-wm.com
Image Electric Ltd,https://www.imageelectric.ca/,250-275-8725,info@imageelectric.ca
Impact Sport & Health Clinic,https://impactsport.ca/,250-309-4184,impactsportclinic@gmail.com
Imperical Counselling & Coaching,https://www.wisebodycounselling.com/,+1-778-400-4984,margob52@telus.net
Independent Living Vernon,https://www.ilvernon.ca/index.php,,info@ilvernon.ca
Inspire Consignment Boutique,https://www.inspireconsignment.com/,(604) 790-2798,inspireboutiquevernon@gmail.com
Integrity Mortgage Inc,https://integritymortgage.ca/,250-546-6140,team@integritymortgage.ca
Interior Freight & Bottle Depot,https://www.interiorrecycling.com/,(250) 545-5706,info@interiorrecycling.com
Interior Heavy Equipment School,https://iheschool.com/,1-866-399-3853,info@iheschool.com
"Interior Transmission ""Plus"" Auto Repair",https://interiortransmission.com/,250-545-9579,info@interiortransmission.com
Iron Creek Industries,https://ironcreekindustries.ca/,250 546 3081,office@ironcreekindustries.ca
J-Ball Electronics Inc.,https://jballelectronics.com/,(778) 475-5528,info@jballelectronics.com
J-DON Japanese Donburi,http://www.jdoncafe.com/contact.html,,info@jdoncafe.com
Jade Asian Kitchen,https://jadeasiankitchen.com/,2369968828,info@jadeasiankitchen.com
"Jade Bay , Design. Construct.",https://www.jadebayconstructors.ca/,250-548-3262,office@jadebayconstructors.ca
James Weir Immigration,https://www.liveincanadanow.net/,(250) 938-4480,jweirimmigration@gmail.com
JBenedict Cleaning Services,https://www.jbenedictcleaningservices.ca/,250-409-9299,info@jbenedictcleaningservices.ca
Jbez Welding,https://www.jbezwelding.ca/,778-930-1272,jbezwelding@gmail.com
JC Bradley Jewellers,https://jcbradleyjewellers.com/,(236) 426-4944,info@jcbradleyjewellers.com
JCI-Junior Chamber International Vernon,https://www.jcivernon.com/,(250) 549-7199,commuincations.jcivernon@gmail.com
Jealous Fruits,https://www.jealousfruits.com/,(250) 766 0738,info@jealousfruits.com
Jealous Pizza N Donair,https://jealouspizza.com/,778 442 0022,jealouspizzaarmstrong@gmail.com
Jessica Nicole Studio,https://www.jessicanicolestudio.com/,250-542-0888,support@jessicanicolestudio.com
Jim's Place Pizza,https://jimsplacepizza.com/,250-549-3700,jimsplacepizza@gmail.com
Jj's Pizza Plus Ltd,http://jjspizzaplus.com/,250 546 3333,info@jjspizzaplus.com
Johnston Meier Insurance Agencies Group,,(250) 838-7333,lynne.holmes@jmins.com
Jonnie & Lily's Diner,https://jonnieandlilysdiner.com,778 442 3373,info@jonnieandlilysdiner.com
Joy Hair Salon,https://joysalon.ca/contact-us/,778 932 2223,contact@joysalon.ca
JTL Contracting,,1-250-503-8091,jtlcont@gmail.com
Juan M O'Quinn,https://www.cbu.ca/contact-us/,,internationalaccounts@cbu.ca
Just For You Spa & Salon,https://www.justforyouspaandsalon.ca/contact-us,(250) 549-2488,info@justforyouspaandsalon.ca
K&K Builders,https://www.pioneerloghomesofbc.com/about-us/contact-us/,403-369-7056,sales@pioneerloghomesofbc.com
Kalagan Outdoor Design,https://www.kalaganoutdoordesign.com/,250-306-9449,info@kalaganoutdoordesign.com
Kalamalka Eagle Feather Security Corp,https://kalamalkaefsecurity.com/,(778) 215-7266,admin@kalamalkaefsecurity.com
Kalamalka Eye Care,https://kalamalkaeyecare.ca/,(778) 475-2015,reception@kalamalkaeyecare.ca
Kalamalka Indigenous Garden,https://www.kalamalkagarden.ca/,,info@kalamalkagarden.ca
Kalamalka Physiotherapy Centre,http://www.kalphysio.com/contact-us,250-503-2112,kalamalkaphysiotherapy@gmail.com
Kalamalka Starfish Society,https://starfishpack.com/contact/,(250) 558-8366,admin@chilliwackbowlsofhope.com
Kapiti Built Ltd,https://www.kapitibuilt.ca/,1+250+869+7212,info@kapitibuilt.ca
Kcw Construction,https://kcwconstruction.ca/,1 778 212 2240,info@kcwconstruction.ca
Keith Dahlen Construction Ltd,http://keithconstruction.ca/contact/,(250) 545-1300,info@keithconstruction.ca
Kekuli Bay Cabinetry,https://kekulibaycabinetry.com/,(250) 558-5112,sales@kekulibaycabinetry.com
Kelli Hanson,https://www.kellihansoncounselling.com/,250-351-6487,kellihansoncounselling@gmail.com
Kelowna-Lake Country Conservatives,https://interior-news.com/services/contact-us/,250-877-5600,sales@interior-news.com
Kentucky Fried Chicken 1874,https://www.hospitalityonline.com/contact,(250) 545-0741,sales@hospitalityonline.com
Kerkhoff Real Estate Development Ltd,http://www.kerkhoff.ca/contact/,(604) 824-4122,info@kerkhoff.ca
Keylight Photography,https://www.keylightphotography.ca/,12503062517,info@keylightphotography.ca
Keystone Property Management Ltd,https://keystone.pm/,(250) 550-4543,office@keystone.pm
Kidston Helm Ross Lawyers,https://www.kidston.ca/,(250) 545-0711,info@kidston.ca
Kiki Gardens,https://www.kikigardens.com/contact/,(250) 545-2757,info@kikigardens.com
Kindale Developmental Association,https://www.kindale.net/,(250) 546-3005,kindale@kindale.net
KingFisher Boats,https://kingfisherboats.com/contact-us/,(250) 545-9171,admin@kingfisherboats.com
Kits & Kats Sitting Service,https://www.kitsandkats.com/,250-545-9668,kitsandkatssittingservice@gmail.com
Kiwi Auto,https://www.kiwiauto.ca/,(250) 542-1425,kiwiautovernon@gmail.com
Krafty Bikes,https://kraftybikes.com/pages/rentals,1-877-491-2554,info@kraftybikes.com
Krispy Cravings,https://www.krispycravings.com/,778-943-1053,info@krispycravings.com
Kt Fairglass Ltd,https://ktfairglass.com/,778-760-8382,info@ktfairglass.com
Kula Rigging and Crane,,1-250-308-9424,ben@krcrane.ca
L'Isola Bella Bistro,https://www.lisolabella.ca/contact/,+1-250-766-7625,info@lisolabella.ca
La Carraia Gelato,https://www.lacarraiavernon.com/contact-us/,2505501908,lacarraia.bc@gmail.com
LabelPak Printing Inc,https://www.labelpakprinting.com/,(604) 943-1588,sales@labelpakprinting.com
Lake City Law Corporation,https://www.lakecitylaw.ca/contact,(250) 800-1077,admin@lakecitylaw.ca
Lake Country ArtWalk,https://www.lakecountryartwalk.ca/,250-766-4406,info@lakecountryartwalk.ca
Lake Country Auto,https://lakecountryauto.ca/,123-456-7890,contact@mysite.com
Lake Country Brewing,https://www.bbco.ca/,+16042739379,info@bbco.ca
Lake Country Builder Mart Ltd,https://timbermart.ca/en/about-gooderham-timbermart/,250-766-2118,steve.donaldson@timbermart.ca
Lake Country Jewellers,https://www.lakecountryjewellers.ca/,778-480-0088,lakecountryjewellers@gmail.com
Lake Country Kids,https://lakecountrydance.ca/,2507664502,info@lakecountryschoolofdance.com
Lake Country Landscaping,https://lakecountrylandscaping.ca/,250-317-5773,lakecountrylandscaping456@gmail.com
Lake Country Pest Control,https://gopropestcontrol.com/,250-215-5243,info@gopropestcontrol.com
Lake Country Self Storage,https://www.lakecountrystorage.ca/contact-us,2507662430,info@lakecountrystorage.ca
Lake Country Senior Housing Society,https://www.volunteerconnector.org/contact-us,1 (888) 688-2161,info@volunteerconnector.org
Lake Country Truss Ltd,https://lakecountrytruss.ca/,(250) 558-1423,info@lakecountrytruss.ca
Lake Life Pontoon Cruises,https://lakelifepontooncruises.ca/,+17789772628,info@lakelifepontooncruises.ca
Lake Okanagan Resort,https://lakeokanagan.com/,+1-250-769-3511,info@lakeokanagan.com
Lakeland Excavating,https://lakeviewequip.com/,+12508014847,kyle@lakeviewequip.com
Lakers Clubhouse DGC,https://www.mypacer.com/about,,info@mypacer.com
Lakeside Hearing,https://lakesidehearing.com/contact/,+12364200294,info@lakesidehearing.com
Lakeside Landscaping Prop,https://lakesidelandscaping.ca/homepage/,250-862-6109,info@lakesidelandscaping.ca
Lakeview Glass,https://lakeviewglassbc.com/,250-300-8014,sales@lakeviewglassbc.com
Landing Nursery Ltd,https://www.landingnurseryltd.ca/contact,,office@landingnurseryltd.ca
LaserArt Engraving,,1-250-859-8624,laserartengraving1@gmail.com
LC Legend Capital Inc,https://www.lclegendcapital.ca/contact-us,(250) 241-3636,info@lclegendcapital.ca
LDR Construction,https://ldrconstruction.com/,(250) 307-8562,info@ldrconstruction.com
Lensmakers Optical,https://www.lensmakersoptical.ca/contact/,(250) 545-3225,lensmakersvernon@gmail.com
Lesia Design & Digital Inc,https://www.lesiadesign.com/,(306) 371-6637,info@lesiadesign.com
Let Us Garden Sales & Services,https://greenlii.com/,250-540-6591,info@greenlii.com
Let's Talk Communication,https://www.letstalkcommunication.ca/,(778) 836-8173,info@letstalkcommunication.ca
Lihilihi Lashes,https://lihilihilashes.ca/,236-426-4600,info@lihilihilashes.ca
LINQ Flooring,https://linqflooring.com/,(250) 281-1116,sales@linqflooring.com
Literacy Society of the North Okanagan,https://www.literacysociety.ca/,(250) 275-3117,admin@literacysociety.ca
Little Blue House Registered Massage Therapy,https://www.littlebluehousermt.com/,778-212-5980,littlebluehousermt@gmail.com
Little Miracles Preschool,https://littlemiraclespreschool.ca/,(250) 503-2220,hello@divi.edu
Little Moments Learning Centre,https://www.little-moments.ca/,250-307-9003,info@little-moments.ca
Little Seedlings Daycare,https://littleseedlingsdaycare.ca/contact-us/,250 546 3600,littleseedlings21@gmail.com
LNH Equipment LTD,https://www.lnhequipmentltd.com/contact-us.html,1-250-206-0217,lnhequipmentltd@gmail.com
Loewen Drywall LTD,https://www.loewendrywall.com/,1-250-308-9233,info@loewendrywall.com
Lotus And Lace Esthetics,https://www.wellnessliving.com/,250-801-1133,sales@wellnessliving.com
Lotus Counselling,https://visibook.com/,(250) 550-4505,hello@visibook.com
Lumby & District Museum,https://www.rdno.ca/contact-us,1-250-547-9524,lumbymuseum@gmail.com
Lumby Curling Club,https://lumbycurlingclub.ca/,,info@lumbycurlingclub.ca
Mabel Lake Farms,,(250) 838-6248,mabellakefarms@gmail.com
Mabel Lake Golf & Airpark,,(250) 308-8277,blairlaursen@mabellakegolf.com
Mackie Lake House Foundation,https://www.mackiehouse.ca/contact/,(250) 545-1019,info@mackiehouse.ca
Madison's Pet Grooming,https://madisongroom.square.site/,1-250-307-6329,madisongroom@live.ca
Mainland Sleep Clinic,https://www.mainlandsleep.ca/,,info@mainlandsleep.ca
Makasoff Construction,https://makasoffconstruction.ca/contact-2/,1-250-308-9900,mgmcon@telus.net
Mara Cottage Campground,https://maracottagecampground.com/,250-307-8002,maracottagecampground@gmail.com
Maria Rose Bed & Breakfast,http://www.vernonmariarosebandb.com/,250-549-4773,mariarosebb@gmail.com
Mark Nich Real Estate,https://marknich.com/,250-309-1810,info@marknich.com
Masiero Pizzeria Napoletana,https://www.masiero.ca/,(778) 943-2019,info@masiero.ca
Massage Therapy Lake Country,https://www.rmtlakecountry.com/,250-766-2542,rmtlakecountry@gmail.com
Matchett Construction,https://www.buildzoom.com/contact-us,1-250-938-9831,bjmatchett@gmail.com
Maven Lane,https://mavenlane.org/contact-us/,(250) 558-9963,ed@mavenlane.org
MC Creations,https://mccreations.ca/,(250) 503-7866,info@mccreations.ca
McCaw's Drilling & Blasting Ltd,https://www.mccawsdrilling.com/,(403) 845-3101,info@mccawsdrilling.com
Mel's Pizza,https://melspizza.ca/,(250) 838-6710,melsmainstreet@gmail.com
Melvin Orr Construction,https://www.vernonconstruction.ca/contact,250-546-6972,info@vernonconstruction.ca
Meridian Rehabilitation Consulting Inc,https://www.meridianrehabilitation.ca/,(250) 542-3089,info@meridianrehab.ca
Michelle Cornish,https://clarity.fm/about,778-442-2515,support@clarity.fm
Midtown Bistro,https://www.midtownbistro.ca/,(250) 308-7477,hmidtownbistro@gmail.com
Mighty Mouse Daycare Inc,https://mightymousedaycare.com/,(250) 503-0851,mightymousedaycare@gmail.com
Mike Amies,https://www.agoda.com/,250-241-5675,mike.amies@gmail.com
Mirror Image Building Maintenance,https://www.resizepixel.com/contact,250-979-8369,contact@resizepixel.com
MJK Plumbing & Heating,https://ca.maptons.com/,(250) 306-8376,mjkplumbheat@gmail.com
Mobilawn Landscape & Lawn Care,https://mobilawn.com/,250-307-1861,info@mobilawn.com
Modulux Design Ltd,https://moduluxdesign.com/,(250) 766-3053,info@moduluxdesign.com
Mona Vision Inc,https://monavisionoptical.com/,250-766-0555,mona.vision@gmail.com
Monashee Aquifer Testing & Well Pumps,,1-250-572-6709,office@monasheeaquifertesting.ca
Monashee Arts Council,https://monasheeartscouncil.com/about-us/,1-778-473-3029,monasheeartscouncil@gmail.com
Monashee Community,https://www.monasheecommunitycoop.ca/contact/,1-778-473-2230,monasheecommunitycoop@gmail.com
Monashee Fitness Inc,https://monasheefitness.com/contact-us,250-547-2014,reception@monasheefitness.com
Monashee Health Collective,https://www.monasheehealthco.com/,(250) 540-5818,hello@monasheehealthco.com
Monashee Mews,https://www.agecare.ca/contact-us/,1-778-473-0100,info@agecare.ca
Monashee Optometry,https://monasheeoptometry.ca/contact-us/,2505501124,reception@monasheeoptometry.ca
Monashee Powder Snowcats Inc,https://www.monasheepowder.com/contact,(250) 545-0661,info@monasheepowder.com
Money Concepts,https://incrypted.com/,250-542-7181,sales@incrypted.com
Motionwave Group Ltd,,(778) 990-6300,colin@motionwavegroup.com
Mountain Home Services,https://mountainhomeservices.ca/,1-844-543-5261,info@mountainhomeservices.ca
Moxy HR Inc,https://moxyhr.ca,(250) 804-6655,info@moxyhr.ca
MQN Architects,https://mqn.ca/contact/,(250) 542-1199,info@mqn.ca
Mr Mikes,https://mrmikes.ca/contact/,+1-236-426-4436,vernon@mrmikes.ca
Museum and Archives of Vernon,https://vernonmuseum.ca/about/,(250) 542-3142,gwyn.evans@vernonmuseum.ca
My Big Fat Greek Food Truck,https://www.mybigfatgreekfoodtruck.com/,,info@mybigfatgreekfoodtruck.com
My Chef,https://mychefmealprep.ca/,,info@mychefmealprep.ca
My Harmony Wellness,https://www.myharmony.ca/,(778) 506-2412,info@myharmony.ca
Nagy Cylinder Rebuilding,https://nagycylinder.com/,(250) 547 9395,admin@nagycylinder.com
Nanimahoo Native Art Gallery,,(250) 804-5365,audreynanimahoo@gmail.com
New Golden Crown Restaurant,https://guidetodiningout.ca/,,info@guidetodiningout.ca
New Horizon Productions,https://www.nhpav.com/,(250) 762-6775,info@nhpav.com
Nexus/WorkBC,https://workbccentre-vernon.ca/contact-us/,(250) 838-2324,sarah@nexusbc.ca
Nick Renton - William Wright Commercial,https://www.williamwright.ca/contact-us/,(778) 584-5308,office@realeswp.com
Nixon Earthworks,https://www.nixonearthworks.com/,,admin@nixonearthworks.com
Noah's Pro Painting,https://www.noahspropainting.com/,778-821-2559,noahspropaint@gmail.com
Noble Yoga Studio,https://www.nobleyoga.studio/contact,(778) 475-5556,hello@nobleyoga.studio
Nokomis Landscaping Ltd,https://nokomislandscaping.com/,(250) 938-5225,nokomis.landscaping@gmail.com
North Okanagan Community Life Society,http://nocls.com/contact,(250) 545-5153,admin@nocls.com
North Okanagan Junior Academy,https://noja.ca/,250 546 8330,office@noja.ca
North Okanagan Orthodontic Clinic,https://northokanaganortho.com/,(250) 542-4118,info@northokanaganortho.com
North Okanagan Skin & Laser,https://nosl.ca/,(250) 542-2721,info@nosl.ca
North Okanagan Smile Design Dental Centre,https://www.northokanagansmiledesign.ca/contact-us,250-838-2417,info@northokanagansmiledesign.ca
North Okgn Construction Ltd.,https://www.nokgnconstruction.ca/,250-550-9412,office@nokgnconstruction.ca
North Valley Contracting Ltd,https://www.northvalleycontracting.com/,250 540 3001,info@northvalleycontracting.com
Norval Arena,https://wanderlog.com/,,admin@wanderlog.com
Novalux Designs,https://novaluxdesigns.ca/contact-us,(778) 938-7734,info@novaluxdesigns.ca
Nurturing Nature Organics Inc,https://nurturingnature.ca/contact/,250-766-1123,info@nurturingnature.ca
Nuvel Skin and Laser,https://nuvelmd.ca/,(250) 503-1960,info@nuvelmd.ca
O'Rourke's Peak Cellars,,,info@peakcellars.com
OK Supreme Roofing & Painting,https://www.oksupreme.ca/,778-946-0672,info@oksupreme.ca
Okanagan Affordable Rentals Inc,https://www.okanaganaffordablerentals.ca/contact,(250) 558-8156,okanaganaffordablerentals@gmail.com
Okanagan Assured Bookkeeping,https://monasheetourism.com/,1-250-547-2139,m_c@okassured.ca
